disasterNumber,declarationDate,incidentType,stateAbbreviation,projectAmount
3428,2020-03-13T00:00:00.000Z,Biological,CA,52434.13
3428,2020-03-13T00:00:00.000Z,Biological,CA,34708.54
3428,2020-03-13T00:00:00.000Z,Biological,CA,71857.76
3428,2020-03-13T00:00:00.000Z,Biological,CA,156492.0
3428,2020-03-13T00:00:00.000Z,Biological,CA,30050.0
3428,2020-03-13T00:00:00.000Z,Biological,CA,4954.16
3428,2020-03-13T00:00:00.000Z,Biological,CA,10526.94
3428,2020-03-13T00:00:00.000Z,Biological,CA,4650.55
3428,2020-03-13T00:00:00.000Z,Biological,CA,75509.46
3428,2020-03-13T00:00:00.000Z,Biological,CA,55456.12
3428,2020-03-13T00:00:00.000Z,Biological,CA,6967.8
3428,2020-03-13T00:00:00.000Z,Biological,CA,177447.22
3428,2020-03-13T00:00:00.000Z,Biological,CA,159537.7
3428,2020-03-13T00:00:00.000Z,Biological,CA,77511.27
3428,2020-03-13T00:00:00.000Z,Biological,CA,59928.64
3428,2020-03-13T00:00:00.000Z,Biological,CA,18900.0
3428,2020-03-13T00:00:00.000Z,Biological,CA,34560.0
3428,2020-03-13T00:00:00.000Z,Biological,CA,217629.57
3428,2020-03-13T00:00:00.000Z,Biological,CA,151652.74
3428,2020-03-13T00:00:00.000Z,Biological,CA,1612389.47
3428,2020-03-13T00:00:00.000Z,Biological,CA,140452.56
3428,2020-03-13T00:00:00.000Z,Biological,CA,394713.39
3442,2020-03-13T00:00:00.000Z,Biological,AZ,64475.39
3442,2020-03-13T00:00:00.000Z,Biological,AZ,46337.55
3442,2020-03-13T00:00:00.000Z,Biological,AZ,62434.08
3442,2020-03-13T00:00:00.000Z,Biological,AZ,63338.04
3442,2020-03-13T00:00:00.000Z,Biological,AZ,39260.57
3442,2020-03-13T00:00:00.000Z,Biological,AZ,73158.16
3443,2020-03-13T00:00:00.000Z,Biological,NV,40423.14
3443,2020-03-13T00:00:00.000Z,Biological,NV,6924.24
3484,2020-03-13T00:00:00.000Z,Biological,MA,14597.52
3484,2020-03-13T00:00:00.000Z,Biological,MA,20456.72
3484,2020-03-13T00:00:00.000Z,Biological,MA,130888.85
3484,2020-03-13T00:00:00.000Z,Biological,MA,22944.77
3484,2020-03-13T00:00:00.000Z,Biological,MA,123908.15
3484,2020-03-13T00:00:00.000Z,Biological,MA,19428.88
3484,2020-03-13T00:00:00.000Z,Biological,MA,214670.92
3484,2020-03-13T00:00:00.000Z,Biological,MA,514403.14
3488,2020-03-13T00:00:00.000Z,Biological,NE,47359.73
3489,2020-03-13T00:00:00.000Z,Biological,NE,38364.77
3498,2020-03-13T00:00:00.000Z,Biological,ME,34436.53
3498,2020-03-13T00:00:00.000Z,Biological,ME,50389.7
3498,2020-03-13T00:00:00.000Z,Biological,ME,49047.88
3504,2020-03-13T00:00:00.000Z,Biological,NY,640837.34
3507,2020-03-13T00:00:00.000Z,Biological,WA,68731.48
3507,2020-03-13T00:00:00.000Z,Biological,WA,83577.5
3521,2020-03-13T00:00:00.000Z,Biological,NM,9748.27
3521,2020-03-13T00:00:00.000Z,Biological,NM,9693.24
3521,2020-03-13T00:00:00.000Z,Biological,NM,12437.38
3521,2020-03-13T00:00:00.000Z,Biological,NM,9057.34
3521,2020-03-13T00:00:00.000Z,Biological,NM,14940.06
3523,2020-03-13T00:00:00.000Z,Biological,NE,112989.04
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,44310.35
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,12293.09
3530,2020-07-26T00:00:00.000Z,Tropical Storm,TX,6637.19
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,6089.11
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,30203.05
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,143275.11
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,21343.11
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,573159.47
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,39157.47
3539,2020-08-23T00:00:00.000Z,Hurricane,MS,24600.5
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,4027.29
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,15235.31
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,87816.55
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,129782.66
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,9050.28
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,128781.96
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,38131.99
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,10616.32
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,185727.22
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,24086.88
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,30400.12
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,34649688.73
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,4296.23
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,21601.73
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,89216.72
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,8042.43
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,93881.26
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,674242.62
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,7108.69
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,111346.8
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,10278.09
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,13091.25
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,8243.09
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,2374.65
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,23477.98
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,2888.95
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,141343.6
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,61748.1
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,469717.69
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,23332.91
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,396403.85
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,17277.5
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,60185.54
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,6252.35
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,40480.97
3545,2020-09-14T00:00:00.000Z,Hurricane,AL,19351.61
3545,2020-09-14T00:00:00.000Z,Hurricane,AL,8028.26
3548,2020-10-08T00:00:00.000Z,Hurricane,MS,40910.0
3551,2020-11-11T00:00:00.000Z,Hurricane,FL,13721.92
3551,2020-11-11T00:00:00.000Z,Hurricane,FL,6704.73
3553,2021-01-11T00:00:00.000Z,National Special Security Event,DC,203557.35
3553,2021-01-11T00:00:00.000Z,National Special Security Event,DC,5972403.0
3559,2020-03-13T00:00:00.000Z,Biological,NM,382203.18
3559,2020-03-13T00:00:00.000Z,Biological,NM,37436.96
3559,2020-03-13T00:00:00.000Z,Biological,NM,40882.37
3560,2021-06-25T00:00:00.000Z,Other,FL,2862682.52
3560,2021-06-25T00:00:00.000Z,Other,FL,29349.79
3560,2021-06-25T00:00:00.000Z,Other,FL,51990.12
3560,2021-06-25T00:00:00.000Z,Other,FL,978229.02
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,82688.18
3560,2021-06-25T00:00:00.000Z,Other,FL,3107750.28
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,10157.3
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,4775.37
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,5866.81
3564,2021-08-22T00:00:00.000Z,Tropical Storm,CT,7778.66
3564,2021-08-22T00:00:00.000Z,Tropical Storm,CT,13326.17
3564,2021-08-22T00:00:00.000Z,Tropical Storm,CT,5620.01
3577,2021-12-13T00:00:00.000Z,Severe Storm(s),IL,94920.76
3577,2021-12-13T00:00:00.000Z,Severe Storm(s),IL,4430.92
3582,2022-08-30T00:00:00.000Z,Other,MS,16368.32
3582,2022-08-30T00:00:00.000Z,Other,MS,39160.96
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,7276.41
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,12048.6
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,24269.49
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,31500.47
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,28635.97
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,19807.79
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,90280.79
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,24417.98
3589,2022-11-20T00:00:00.000Z,Winter Storm,NY,42088.16
3428,2020-03-13T00:00:00.000Z,Biological,CA,49057.94
3428,2020-03-13T00:00:00.000Z,Biological,CA,65219.98
3428,2020-03-13T00:00:00.000Z,Biological,CA,3767.21
3428,2020-03-13T00:00:00.000Z,Biological,CA,40985.52
3428,2020-03-13T00:00:00.000Z,Biological,CA,24111.74
3428,2020-03-13T00:00:00.000Z,Biological,CA,55404.0
3428,2020-03-13T00:00:00.000Z,Biological,CA,134192.34
3428,2020-03-13T00:00:00.000Z,Biological,CA,172679.1
3428,2020-03-13T00:00:00.000Z,Biological,CA,12032.62
3428,2020-03-13T00:00:00.000Z,Biological,CA,351602.34
3428,2020-03-13T00:00:00.000Z,Biological,CA,114642.3
3428,2020-03-13T00:00:00.000Z,Biological,CA,28687.48
3428,2020-03-13T00:00:00.000Z,Biological,CA,77680.0
3428,2020-03-13T00:00:00.000Z,Biological,CA,187320.23
3442,2020-03-13T00:00:00.000Z,Biological,AZ,123342.2
3442,2020-03-13T00:00:00.000Z,Biological,AZ,47410.31
3442,2020-03-13T00:00:00.000Z,Biological,AZ,16298.46
3442,2020-03-13T00:00:00.000Z,Biological,AZ,58958.56
3442,2020-03-13T00:00:00.000Z,Biological,AZ,1015738.89
3443,2020-03-13T00:00:00.000Z,Biological,NV,69285.58
3443,2020-03-13T00:00:00.000Z,Biological,NV,7049.85
3443,2020-03-13T00:00:00.000Z,Biological,NV,122846.0
3443,2020-03-13T00:00:00.000Z,Biological,NV,279744.09
3484,2020-03-13T00:00:00.000Z,Biological,MA,37980.0
3484,2020-03-13T00:00:00.000Z,Biological,MA,10715.25
3484,2020-03-13T00:00:00.000Z,Biological,MA,8488.52
3484,2020-03-13T00:00:00.000Z,Biological,MA,353160.0
3484,2020-03-13T00:00:00.000Z,Biological,MA,115540.0
3484,2020-03-13T00:00:00.000Z,Biological,MA,22971.66
3486,2020-03-13T00:00:00.000Z,Biological,OK,9727818.83
3486,2020-03-13T00:00:00.000Z,Biological,OK,23065269.06
3488,2020-03-13T00:00:00.000Z,Biological,NE,11580.0
3498,2020-03-13T00:00:00.000Z,Biological,ME,37202.23
3498,2020-03-13T00:00:00.000Z,Biological,ME,20649.87
3498,2020-03-13T00:00:00.000Z,Biological,ME,6700.93
3498,2020-03-13T00:00:00.000Z,Biological,ME,80000.0
3498,2020-03-13T00:00:00.000Z,Biological,ME,43653.8
3498,2020-03-13T00:00:00.000Z,Biological,ME,53288.26
3498,2020-03-13T00:00:00.000Z,Biological,ME,44808.83
3498,2020-03-13T00:00:00.000Z,Biological,ME,30883.35
3498,2020-03-13T00:00:00.000Z,Biological,ME,48724.75
3498,2020-03-13T00:00:00.000Z,Biological,ME,24245.91
3504,2020-03-13T00:00:00.000Z,Biological,NY,182202.41
3505,2020-03-13T00:00:00.000Z,Biological,OK,253366.92
3505,2020-03-13T00:00:00.000Z,Biological,OK,68500.0
3507,2020-03-13T00:00:00.000Z,Biological,WA,77079.0
3507,2020-03-13T00:00:00.000Z,Biological,WA,72484.14
3518,2020-03-13T00:00:00.000Z,Biological,OK,39353.18
3521,2020-03-13T00:00:00.000Z,Biological,NM,970176.51
3521,2020-03-13T00:00:00.000Z,Biological,NM,103371.39
3521,2020-03-13T00:00:00.000Z,Biological,NM,38443.1
3521,2020-03-13T00:00:00.000Z,Biological,NM,55838.08
3521,2020-03-13T00:00:00.000Z,Biological,NM,59810.63
3521,2020-03-13T00:00:00.000Z,Biological,NM,14452.35
3521,2020-03-13T00:00:00.000Z,Biological,NM,10130.81
3521,2020-03-13T00:00:00.000Z,Biological,NM,8189.49
3523,2020-03-13T00:00:00.000Z,Biological,NE,86277.36
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,28896.72
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,28329.98
3529,2020-07-25T00:00:00.000Z,Hurricane,HI,92632.26
3529,2020-07-25T00:00:00.000Z,Hurricane,HI,16068.0
3529,2020-07-25T00:00:00.000Z,Hurricane,HI,215946.01
3529,2020-07-25T00:00:00.000Z,Hurricane,HI,30267.46
3530,2020-07-26T00:00:00.000Z,Tropical Storm,TX,1034942.31
3530,2020-07-26T00:00:00.000Z,Tropical Storm,TX,978528.2
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,3852.92
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,89692.61
3533,2020-08-01T00:00:00.000Z,Hurricane,FL,99614.28
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,74444.1
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,35527.08
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,13990225.51
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,75406.42
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,259943.23
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,21849.36
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,157864.74
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,119338.44
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,15314.56
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,46758.77
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,27984.79
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,118817.81
3428,2020-03-13T00:00:00.000Z,Biological,CA,16415.45
3428,2020-03-13T00:00:00.000Z,Biological,CA,16458.19
3428,2020-03-13T00:00:00.000Z,Biological,CA,10787.06
3428,2020-03-13T00:00:00.000Z,Biological,CA,57620.15
3428,2020-03-13T00:00:00.000Z,Biological,CA,15216.08
3428,2020-03-13T00:00:00.000Z,Biological,CA,76868.43
3428,2020-03-13T00:00:00.000Z,Biological,CA,220644.0
3428,2020-03-13T00:00:00.000Z,Biological,CA,14215.86
3428,2020-03-13T00:00:00.000Z,Biological,CA,66547.65
3428,2020-03-13T00:00:00.000Z,Biological,CA,240801.27
3428,2020-03-13T00:00:00.000Z,Biological,CA,610014.52
3428,2020-03-13T00:00:00.000Z,Biological,CA,30915.0
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,502245.37
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,20098.31
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,609623.91
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,1182182.58
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,5846.91
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,20610.46
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,45231.43
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,27238.17
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,5853.41
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,17368.3
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,18236.2
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,2094456.64
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,6879.8
3540,2020-08-24T00:00:00.000Z,Tropical Storm,TX,4460.84
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,9825.79
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,16113.92
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,33462.29
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,16021.33
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,19708.87
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,48021.11
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,95897.06
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,63411.43
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,511397.43
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,10095.37
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,57779.01
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,1017241.41
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,84855.49
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,10378.7
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,18800.48
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,60756.04
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,148708.89
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,7435.45
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,34226.98
3543,2020-09-14T00:00:00.000Z,Tropical Storm,LA,534138.09
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,72458.82
3544,2020-09-14T00:00:00.000Z,Hurricane,MS,11607.61
3545,2020-09-14T00:00:00.000Z,Hurricane,AL,4518.05
3545,2020-09-14T00:00:00.000Z,Hurricane,AL,2661.5
3548,2020-10-08T00:00:00.000Z,Hurricane,MS,35998.11
3551,2020-11-11T00:00:00.000Z,Hurricane,FL,5971.32
3551,2020-11-11T00:00:00.000Z,Hurricane,FL,15922.84
3553,2021-01-11T00:00:00.000Z,National Special Security Event,DC,39108.78
3559,2020-03-13T00:00:00.000Z,Biological,NM,113725.84
3559,2020-03-13T00:00:00.000Z,Biological,NM,664005.16
3559,2020-03-13T00:00:00.000Z,Biological,NM,605692.21
3559,2020-03-13T00:00:00.000Z,Biological,NM,884508.8
3559,2020-03-13T00:00:00.000Z,Biological,NM,154924.49
3559,2020-03-13T00:00:00.000Z,Biological,NM,113821.83
3560,2021-06-25T00:00:00.000Z,Other,FL,26207340.17
3560,2021-06-25T00:00:00.000Z,Other,FL,166139.84
3560,2021-06-25T00:00:00.000Z,Other,FL,149875.4
3560,2021-06-25T00:00:00.000Z,Other,FL,56481.95
3560,2021-06-25T00:00:00.000Z,Other,FL,1170311.0
3560,2021-06-25T00:00:00.000Z,Other,FL,129604.88
3560,2021-06-25T00:00:00.000Z,Other,FL,2461555.13
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,24975.92
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,122434.88
3428,2020-03-13T00:00:00.000Z,Biological,CA,9553.17
3428,2020-03-13T00:00:00.000Z,Biological,CA,6502.58
3428,2020-03-13T00:00:00.000Z,Biological,CA,4395.56
3428,2020-03-13T00:00:00.000Z,Biological,CA,43010.66
3428,2020-03-13T00:00:00.000Z,Biological,CA,29288.78
3428,2020-03-13T00:00:00.000Z,Biological,CA,322741.93
3428,2020-03-13T00:00:00.000Z,Biological,CA,246227.46
3428,2020-03-13T00:00:00.000Z,Biological,CA,172598.94
3428,2020-03-13T00:00:00.000Z,Biological,CA,456315.51
3428,2020-03-13T00:00:00.000Z,Biological,CA,63396.0
3428,2020-03-13T00:00:00.000Z,Biological,CA,13614.68
3428,2020-03-13T00:00:00.000Z,Biological,CA,27285.0
3428,2020-03-13T00:00:00.000Z,Biological,CA,399928.09
3428,2020-03-13T00:00:00.000Z,Biological,CA,91697.54
3442,2020-03-13T00:00:00.000Z,Biological,AZ,35608.12
3442,2020-03-13T00:00:00.000Z,Biological,AZ,19276.7
3442,2020-03-13T00:00:00.000Z,Biological,AZ,94044.97
3442,2020-03-13T00:00:00.000Z,Biological,AZ,33725.57
3442,2020-03-13T00:00:00.000Z,Biological,AZ,49410.44
3442,2020-03-13T00:00:00.000Z,Biological,AZ,63680.79
3442,2020-03-13T00:00:00.000Z,Biological,AZ,67078.06
3443,2020-03-13T00:00:00.000Z,Biological,NV,51109.76
3484,2020-03-13T00:00:00.000Z,Biological,MA,91800.0
3484,2020-03-13T00:00:00.000Z,Biological,MA,3909.58
3484,2020-03-13T00:00:00.000Z,Biological,MA,37980.0
3484,2020-03-13T00:00:00.000Z,Biological,MA,30780.0
3484,2020-03-13T00:00:00.000Z,Biological,MA,111215.46
3484,2020-03-13T00:00:00.000Z,Biological,MA,128616.7
3486,2020-03-13T00:00:00.000Z,Biological,OK,77826.77
3486,2020-03-13T00:00:00.000Z,Biological,OK,2018936.31
3488,2020-03-13T00:00:00.000Z,Biological,NE,22667.81
3488,2020-03-13T00:00:00.000Z,Biological,NE,13950.0
3490,2020-03-13T00:00:00.000Z,Biological,KS,7152.97
3495,2020-03-13T00:00:00.000Z,Biological,OK,10632.22
3496,2020-03-13T00:00:00.000Z,Biological,NM,85899.25
3496,2020-03-13T00:00:00.000Z,Biological,NM,194119.07
3497,2020-03-13T00:00:00.000Z,Biological,MA,31338.18
3498,2020-03-13T00:00:00.000Z,Biological,ME,16760.08
3498,2020-03-13T00:00:00.000Z,Biological,ME,15920.86
3498,2020-03-13T00:00:00.000Z,Biological,ME,8050.0
3498,2020-03-13T00:00:00.000Z,Biological,ME,9037.86
3498,2020-03-13T00:00:00.000Z,Biological,ME,5300.32
3498,2020-03-13T00:00:00.000Z,Biological,ME,54738.0
3498,2020-03-13T00:00:00.000Z,Biological,ME,32645.17
3498,2020-03-13T00:00:00.000Z,Biological,ME,53200.37
3498,2020-03-13T00:00:00.000Z,Biological,ME,50622.9
3498,2020-03-13T00:00:00.000Z,Biological,ME,52883.29
3498,2020-03-13T00:00:00.000Z,Biological,ME,93532.85
3504,2020-03-13T00:00:00.000Z,Biological,NY,5740.0
3504,2020-03-13T00:00:00.000Z,Biological,NY,69661.17
3504,2020-03-13T00:00:00.000Z,Biological,NY,29684.21
3504,2020-03-13T00:00:00.000Z,Biological,NY,476563.39
3504,2020-03-13T00:00:00.000Z,Biological,NY,6239.64
3507,2020-03-13T00:00:00.000Z,Biological,WA,91912.0
3507,2020-03-13T00:00:00.000Z,Biological,WA,60912.0
3507,2020-03-13T00:00:00.000Z,Biological,WA,77159.66
3507,2020-03-13T00:00:00.000Z,Biological,WA,92903.0
3521,2020-03-13T00:00:00.000Z,Biological,NM,895956.09
3521,2020-03-13T00:00:00.000Z,Biological,NM,173076.57
3521,2020-03-13T00:00:00.000Z,Biological,NM,17428.95
3521,2020-03-13T00:00:00.000Z,Biological,NM,15260.14
3521,2020-03-13T00:00:00.000Z,Biological,NM,8453.8
3521,2020-03-13T00:00:00.000Z,Biological,NM,5809.59
3521,2020-03-13T00:00:00.000Z,Biological,NM,3687.96
3521,2020-03-13T00:00:00.000Z,Biological,NM,12871.67
3523,2020-03-13T00:00:00.000Z,Biological,NE,96235.6
4481,2020-03-22T00:00:00.000Z,Biological,WA,14534.33
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,4853.97
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,22337.0
3561,2021-07-04T00:00:00.000Z,Tropical Storm,FL,5646.02
3564,2021-08-22T00:00:00.000Z,Tropical Storm,CT,60915.03
3577,2021-12-13T00:00:00.000Z,Severe Storm(s),IL,15998.01
3581,2022-07-25T00:00:00.000Z,Other,VI,32221.75
3582,2022-08-30T00:00:00.000Z,Other,MS,10023.25
3582,2022-08-30T00:00:00.000Z,Other,MS,21817.48
3582,2022-08-30T00:00:00.000Z,Other,MS,3131421.52
3582,2022-08-30T00:00:00.000Z,Other,MS,21109.29
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,8825.66
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,118322.24
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,51799.92
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,4263.33
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,159130.87
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,73003.82
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,7956.55
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,124775.89
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,5976.83
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,23324.31
3586,2022-10-01T00:00:00.000Z,Hurricane,NC,3472.63
3589,2022-11-20T00:00:00.000Z,Winter Storm,NY,8572.44
3589,2022-11-20T00:00:00.000Z,Winter Storm,NY,104982.53
3442,2020-03-13T00:00:00.000Z,Biological,AZ,71000.35
3442,2020-03-13T00:00:00.000Z,Biological,AZ,49744.01
3442,2020-03-13T00:00:00.000Z,Biological,AZ,61290.67
3442,2020-03-13T00:00:00.000Z,Biological,AZ,110324.63
3443,2020-03-13T00:00:00.000Z,Biological,NV,10837.65
3443,2020-03-13T00:00:00.000Z,Biological,NV,211555.27
3443,2020-03-13T00:00:00.000Z,Biological,NV,118050.0
3443,2020-03-13T00:00:00.000Z,Biological,NV,44401.6
3484,2020-03-13T00:00:00.000Z,Biological,MA,11499.33
3484,2020-03-13T00:00:00.000Z,Biological,MA,3344.28
3484,2020-03-13T00:00:00.000Z,Biological,MA,9954.65
3484,2020-03-13T00:00:00.000Z,Biological,MA,31740.0
3484,2020-03-13T00:00:00.000Z,Biological,MA,23155.82
3484,2020-03-13T00:00:00.000Z,Biological,MA,123269.63
3484,2020-03-13T00:00:00.000Z,Biological,MA,14378.0
3486,2020-03-13T00:00:00.000Z,Biological,OK,43695.85
3486,2020-03-13T00:00:00.000Z,Biological,OK,2056521.01
3488,2020-03-13T00:00:00.000Z,Biological,NE,9385.08
3497,2020-03-13T00:00:00.000Z,Biological,MA,34847.97
3497,2020-03-13T00:00:00.000Z,Biological,MA,31100.74
3498,2020-03-13T00:00:00.000Z,Biological,ME,8571.42
3498,2020-03-13T00:00:00.000Z,Biological,ME,71629.87
3498,2020-03-13T00:00:00.000Z,Biological,ME,23569.19
3498,2020-03-13T00:00:00.000Z,Biological,ME,42935.14
3498,2020-03-13T00:00:00.000Z,Biological,ME,95709.28
3498,2020-03-13T00:00:00.000Z,Biological,ME,52881.97
3498,2020-03-13T00:00:00.000Z,Biological,ME,31059.65
3498,2020-03-13T00:00:00.000Z,Biological,ME,53917.73
3498,2020-03-13T00:00:00.000Z,Biological,ME,34834.37
3498,2020-03-13T00:00:00.000Z,Biological,ME,29383.13
3504,2020-03-13T00:00:00.000Z,Biological,NY,1075691.15
3504,2020-03-13T00:00:00.000Z,Biological,NY,882463.05
3504,2020-03-13T00:00:00.000Z,Biological,NY,17576.21
3505,2020-03-13T00:00:00.000Z,Biological,OK,37473.35
3507,2020-03-13T00:00:00.000Z,Biological,WA,77912.86
3507,2020-03-13T00:00:00.000Z,Biological,WA,60912.0
3507,2020-03-13T00:00:00.000Z,Biological,WA,82648.36
3521,2020-03-13T00:00:00.000Z,Biological,NM,15120.51
3521,2020-03-13T00:00:00.000Z,Biological,NM,27988.75
3521,2020-03-13T00:00:00.000Z,Biological,NM,25686.74
3521,2020-03-13T00:00:00.000Z,Biological,NM,12052.8
3521,2020-03-13T00:00:00.000Z,Biological,NM,18880.17
3521,2020-03-13T00:00:00.000Z,Biological,NM,16691.74
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,25472.68
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,19708.26
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,5852.68
3527,2020-06-07T00:00:00.000Z,Tropical Storm,LA,13273.22
